TeamId,TeamName,SubmissionDate,Score
4013097,Iván Meléndez,2019-12-06 22:36:43,0.01261
4000392,JPraguer,2019-12-06 22:36:43,0.01245
4018266,M.G.G,2019-12-06 22:36:43,0.0124
3778831,Bassil Bassiouny,2019-12-06 22:36:43,0.01242
4009922,Jason Durr,2019-12-06 22:36:43,0.02215
3783758,Kazumi Sakamoto,2019-12-06 22:36:43,0.01245
3981351,Justin #5,2019-12-06 22:36:43,0.01276
3767756,[ODS.UKrAIna] Boyrin Vjacheslav Ukraincev,2019-12-06 22:36:43,0.01268
3789892,Ian M,2019-12-06 22:36:43,0.01207
3763201,pezlogd,2019-12-06 22:36:43,0.01239
3769052,YapaGenou,2019-12-06 22:36:43,0.01251
3981205,siliconlips,2019-12-06 22:36:43,0.01462
3809539,BayesianBro,2019-12-06 22:36:43,0.01249
3765649,Piyush,2019-12-06 22:36:43,0.01243
3765214,Michael Kazachok,2019-12-06 22:36:43,0.01245
3787731,Val An,2019-12-06 22:36:43,0.01241
3765182,Rory O'Reilly,2019-12-06 22:36:43,0.0124
3770232,Yaroslav Samoilov,2019-12-06 22:36:43,0.01282
4019710,Key-Minamoto,2019-12-06 22:36:43,0.01244
3778036,FernandoChafim,2019-12-06 22:36:43,0.01244
3828702,AlEkhchidi,2019-12-06 22:36:43,0.01242
3852919,Pineapple of evolution,2019-12-06 22:36:43,0.01242
3966187,Elsa Xie,2019-12-06 22:36:43,0.01241
3842150,Behrang,2019-12-06 22:36:43,0.0144
3793196,dmh43,2019-12-06 22:36:43,0.01285
3827358,tkfmy,2019-12-06 22:36:43,0.01893
3995985,NeverWatchNFL,2019-12-06 22:36:43,0.01363
3766891,simon,2019-12-06 22:36:58,0.01242
3916307,Mikhail Pchelintsev,2019-12-06 22:36:59,0.01242
3926295,Scott Taber,2019-12-06 22:36:59,0.01226
4000520,邪恶小法师,2019-12-06 22:36:59,0.01244
3766278,Boxuan Li,2019-12-06 22:36:59,0.01243
4016787,Toshihiko Sato,2019-12-06 22:36:59,0.01304
3764336,Sqy,2019-12-06 22:36:59,0.01247
3767504,isa k [dsmlkz],2019-12-06 22:36:59,0.01243
4016787,Toshihiko Sato,2019-12-06 22:36:59,0.01243
4018261,Andrew Shevelev,2019-12-06 22:36:59,0.01631
3767366,student,2019-12-06 22:36:59,0.01241
4019193,Grzegorz Sionkowski,2019-12-06 22:36:59,0.01243
3810154,Crossbell,2019-12-06 22:36:59,0.01231
3957131,xffj,2019-12-06 22:36:59,0.01239
3783775,UTN SSK,2019-12-06 22:36:59,0.01244
3783521,Misuk Kim,2019-12-06 22:36:59,0.01241
3781450,T.K.,2019-12-06 22:36:59,0.01242
3921593,Ezekizel,2019-12-06 22:36:59,0.01995
3921593,Ezekizel,2019-12-06 22:36:59,0.01995
3783636,Tadashi Kikuchi,2019-12-06 22:36:59,0.01242
3779563,Sami N,2019-12-06 22:36:59,0.01278
3769839,Georgios Sarantitis,2019-12-06 22:36:59,0.01244
3775850,Unstetig,2019-12-06 22:36:59,0.01333
3766506,Varyans Idman Yurdu,2019-12-06 22:36:59,0.01241
3766372,grantfrefg,2019-12-06 22:36:59,0.01248
3819225,Team-A*R*T,2019-12-06 22:36:59,0.0128
3791490,JRPC,2019-12-06 22:36:59,0.01243
3777688,サングユー,2019-12-06 22:36:59,0.01153
4016413,Akshay Varu,2019-12-06 22:36:59,0.01243
3801449,Darko Androcec,2019-12-06 22:36:59,0.01243
3764030,zakopuro,2019-12-06 22:36:59,0.01243
3861880,Kirderf,2019-12-06 22:36:59,0.01242
3997740,shyjin,2019-12-06 22:36:59,0.01239
3786813,Heisenberg,2019-12-06 22:36:59,0.01688
3771829,none,2019-12-06 22:36:59,0.01242
3774657,Christophe Bourgoin,2019-12-06 22:36:59,0.01244
3764674,KFurudate,2019-12-06 22:36:59,0.01243
3907989,AndyOlivers,2019-12-06 22:36:59,0.01308
3871396,chengc,2019-12-06 22:36:59,0.01763
4017386,Oregin,2019-12-06 22:36:59,0.01238
3787460,RahulAgarwal,2019-12-06 22:36:59,0.01243
3791217,Joey Wong,2019-12-06 22:36:59,0.01242
3802168,Saravana kumar,2019-12-06 22:36:59,0.01242
3816912,gdps,2019-12-06 22:36:59,0.01242
3771614,yuki,2019-12-06 22:36:59,0.0124
3921895,Ulf Pack,2019-12-06 22:36:59,0.01366
3783758,Kazumi Sakamoto,2019-12-06 22:36:59,0.01242
4018261,Andrew Shevelev,2019-12-06 22:36:59,0.0124
3816918,‍FLOWKIM,2019-12-06 22:36:59,0.01241
3779639,Martin Meinke,2019-12-06 22:36:59,0.0124
3928308,Shozen Dan,2019-12-06 22:36:59,0.01349
3816964,krovere,2019-12-06 22:36:59,0.01242
3764237,ccc_k,2019-12-06 22:36:59,0.01243
3772034,tkm2261,2019-12-06 22:36:59,0.01251
4016564,Daikon,2019-12-06 22:36:59,0.01479
3763748,chhaatra,2019-12-06 22:36:59,0.01247
3816964,krovere,2019-12-06 22:36:59,0.01241
3816952,yjh3808,2019-12-06 22:36:59,0.01241
3768753,just trying,2019-12-06 22:36:58,0.01243
3881433,narain p,2019-12-06 22:36:58,0.01624
3771352,NoSaints,2019-12-06 22:36:58,0.01243
3771352,NoSaints,2019-12-06 22:36:58,0.01238
4001862,Sergey Zhitansky,2019-12-06 22:36:58,0.01244
3811469,Sammyy,2019-12-06 22:36:58,0.01245
3768543,Udbhav Pangotra,2019-12-06 22:36:58,0.01241
3777841,LinhLPV,2019-12-06 22:36:58,0.01243
3766114,Allent Dan,2019-12-06 22:36:58,0.4817
3995985,NeverWatchNFL,2019-12-06 22:36:58,0.01359
3785186,Chibadai,2019-12-06 22:36:58,0.01627
3775554,zmnako,2019-12-06 22:36:59,0.01243
3768981,jleecook,2019-12-06 22:36:59,0.01243
3766477,Şems Kurtoglu,2019-12-06 22:36:59,0.01462
3765883,Niranjan Singh,2019-12-06 22:36:59,0.01243
3903839,Van de Rakt,2019-12-06 22:36:59,0.01241
3768841,KentW,2019-12-06 22:36:59,0.51829
4018420,Mocha,2019-12-06 22:36:59,0.01244
3767756,[ODS.UKrAIna] Boyrin Vjacheslav Ukraincev,2019-12-06 22:36:59,0.01255
3774577,mick77rus,2019-12-06 22:36:59,0.01286
3765357,Antonio Marin,2019-12-06 22:36:59,0.01243
3764237,ccc_k,2019-12-06 22:36:59,0.01243
3996122,Frank V,2019-12-06 22:36:59,0.01244
3910376,Ryu Hyun Sung,2019-12-06 22:36:59,0.01242
3771941,rc95401,2019-12-06 22:36:59,0.01242
3965644,vishwajeetshukla,2019-12-06 22:36:59,0.01247
3786082,pea98258,2019-12-06 22:36:59,0.01243
3994933,Ren,2019-12-06 22:36:59,0.01243
4014102,Luke Plewa,2019-12-06 22:36:59,0.01308
3907121,LemuelPR,2019-12-06 22:36:59,0.01263
3766119,Steffen,2019-12-06 22:36:59,0.01269
3763942,Yupeng Li,2019-12-06 22:36:59,0.01206
3776184,Gabriel Preda,2019-12-06 22:36:59,0.01243
3779733,MarcoWang,2019-12-06 22:36:59,0.01244
4006868,Piotrek Rozenbajgier,2019-12-06 22:36:59,0.0128
3773032,Nikita,2019-12-06 22:37:13,0.01233
3803802,Team-FM,2019-12-06 22:37:13,0.01288
3819392,kitayama,2019-12-06 22:37:13,0.02819
3765238,predictor!,2019-12-06 22:37:13,0.01246
3764633,Offensive Lines of Code,2019-12-06 22:37:13,0.01271
3763721,Lindada,2019-12-06 22:37:13,0.0121
3816901,Minkyu Lee,2019-12-06 22:37:13,0.01243
3927201,Alex Sinclair,2019-12-06 22:37:13,0.01307
3770808,Trust your sons,2019-12-06 22:37:13,0.01261
3988267,imthon,2019-12-06 22:37:13,0.01244
3988267,imthon,2019-12-06 22:37:13,0.01243
3790081,Sho Takahashi,2019-12-06 22:37:13,0.01245
4026821,Karthik Kumar Billa,2019-12-06 22:37:13,0.01252
3770631,Ralf,2019-12-06 22:37:13,0.0121
3770631,Ralf,2019-12-06 22:37:13,0.0121
3790864,gaosq0604,2019-12-06 22:37:13,0.01238
3901554,LaHora,2019-12-06 22:37:13,0.01243
3971178,Paritosh,2019-12-06 22:37:13,0.01245
3965193,Stefan C,2019-12-06 22:37:13,0.01184
3769351,Eric Beckwith,2019-12-06 22:37:13,0.01234
3817668,nakano,2019-12-06 22:37:13,0.0117
3765399,ashwinids,2019-12-06 22:37:13,0.01244
3982896,kehai,2019-12-06 22:37:13,0.01242
3785952,Yasar,2019-12-06 22:37:13,0.01246
3943004,AASaaS,2019-12-06 22:37:13,0.01298
3767799,Doe John,2019-12-06 22:37:13,0.01245
3765357,Antonio Marin,2019-12-06 22:37:13,0.01242
3786460,Eduardo Munoz Sala,2019-12-06 22:37:13,0.01244
3811469,Sammyy,2019-12-06 22:37:13,0.01242
3764327,Ayman Khalafallah,2019-12-06 22:37:13,0.01243
3768841,KentW,2019-12-06 22:37:13,0.01879
3774029,"@NFLmath, Blake & Serigne",2019-12-06 22:37:13,0.012
4024263,Moritz Schwyzer,2019-12-06 22:37:13,0.01242
3776615,Dmitry Kozlov,2019-12-06 22:37:13,0.01243
3773059,naoya kumagai,2019-12-06 22:37:13,0.01242
3774657,Christophe Bourgoin,2019-12-06 22:37:13,0.01243
3787260,Panagiotis Simakis,2019-12-06 22:37:13,0.01241
3766553,fakeplastictrees,2019-12-06 22:37:13,0.0123
3828549,xz,2019-12-06 22:37:13,0.01246
3763933,Rzeznik,2019-12-06 22:37:13,0.01239
3881757,RobertLutz,2019-12-06 22:37:13,0.01182
3772614,Yejun Lee,2019-12-06 22:37:13,0.01242
4029300,Hiroto Sekita,2019-12-06 22:37:13,0.01243
3831110,y-mogi,2019-12-06 22:37:13,0.01241
3764761,Eyeshield 21,2019-12-06 22:37:13,0.01218
3764259,FelixGozali,2019-12-06 22:37:13,0.01242
3900424,Wong,2019-12-06 22:37:13,0.01204
3868541,Lain,2019-12-06 22:37:13,0.01238
3769489,Léonard Deroose,2019-12-06 22:37:13,0.01291
3766021,Kamal Jain,2019-12-06 22:37:13,0.01243
3803587,Keewon Shin,2019-12-06 22:37:13,0.01243
4027053,ikousuke,2019-12-06 22:37:13,0.01243
3776003,Egor Savkin,2019-12-06 22:37:13,0.01243
3877391,A goofy team,2019-12-06 22:37:13,0.01331
4026539,Rock W,2019-12-06 22:37:13,0.01729
3765496,Ryuichi Ishikawa,2019-12-06 22:37:13,0.01227
3801766,മലയാളി,2019-12-06 22:37:13,0.01243
3855676,Dowan_mao,2019-12-06 22:37:13,0.01231
3774061,python10pm,2019-12-06 22:37:13,0.01244
3779742,Droughns,2019-12-06 22:37:13,0.01305
3766413,Katya Gordeeva,2019-12-06 22:37:13,0.0124
3999311,Takahiro Saito,2019-12-06 22:37:13,0.01242
3764288,Bojan Tunguz,2019-12-06 22:37:13,0.01241
3764412,WRSPKU,2019-12-06 22:37:13,0.01242
3880707,zhbain,2019-12-06 22:37:13,0.01251
3871748,Keisuke Shoji,2019-12-06 22:37:13,0.0124
4026927,can.chu,2019-12-06 22:37:13,0.01242
3780479,AksanBA,2019-12-06 22:37:13,0.01317
4027943,Tsubasa,2019-12-06 22:37:13,0.01243
3766857,agenlu,2019-12-06 22:37:13,0.01166
3772586,Lucy Kim,2019-12-06 22:37:13,0.01243
3789169,meth,2019-12-06 22:37:13,0.01437
3775303,Aimyon,2019-12-06 22:37:13,0.01241
3965193,Stefan C,2019-12-06 22:37:13,0.01177
3768287,hatunina,2019-12-06 22:37:13,0.01266
3865563,tea,2019-12-06 22:37:13,0.01244
3996546,Guillermo Gutiérrez,2019-12-06 22:37:13,0.01365
3764087,SeongHun Jeong,2019-12-06 22:37:13,0.01247
3782668,taichi,2019-12-06 22:37:13,0.01236
3790081,Sho Takahashi,2019-12-06 22:37:13,0.01243
3764608,lurker,2019-12-06 22:37:13,0.01232
3765444,Veerala Hari Krishna,2019-12-06 22:37:13,0.01242
3768707,Stanislav Blinov,2019-12-06 22:37:13,0.01242
3769351,Eric Beckwith,2019-12-06 22:37:13,0.01224
3961998,lambdabest,2019-12-06 22:37:13,0.01302
3767416,Project 23,2019-12-06 22:37:13,0.01242
4026821,Karthik Kumar Billa,2019-12-06 22:37:13,0.01242
3776300,#rerun,2019-12-06 22:37:26,0.0124
3772835,heh mda,2019-12-06 22:37:27,0.01727
3812175,jumdar,2019-12-06 22:37:27,0.01304
3992437,deja vu,2019-12-06 22:37:27,0.01243
3764295,C4rl05/V,2019-12-06 22:37:27,0.01319
3793196,dmh43,2019-12-06 22:37:27,0.01271
3998086,The Mathletes,2019-12-06 22:37:27,0.01323
3918240,The Secret,2019-12-06 22:37:27,0.01441
3918240,The Secret,2019-12-06 22:37:27,0.01289
3780416,developerX,2019-12-06 22:37:27,0.0126
3978813,SUDHAKAR,2019-12-06 22:37:27,0.01244
3770305,DalAda Lab,2019-12-06 22:37:27,0.01247
3790281,Danya Chepenko,2019-12-06 22:37:27,0.01241
3767815,LDPy,2019-12-06 22:37:27,0.01241
3964868,小数,2019-12-06 22:37:27,0.01257
3816915,GIDONG PARK,2019-12-06 22:37:27,0.01243
3763686,minyus,2019-12-06 22:37:27,0.01201
3832601,denkimagic,2019-12-06 22:37:27,0.013
3949355,Alan #3,2019-12-06 22:37:27,0.01316
3764807,RunningZ,2019-12-06 22:37:27,0.01245
3781079,Chi Gao,2019-12-06 22:37:26,0.01241
3770305,DalAda Lab,2019-12-06 22:37:27,0.01247
4026025,Kiely Pak,2019-12-06 22:37:26,0.01625
3997608,Steel Curtains,2019-12-06 22:37:27,0.01821
3766157,Nikita Hismatov,2019-12-06 22:37:27,0.01243
3777188,Damilola Gbenle,2019-12-06 22:37:27,0.01473
3972986,一战成名,2019-12-06 22:37:27,0.01243
3997831,0DD1,2019-12-06 22:37:27,0.01242
3972986,一战成名,2019-12-06 22:37:27,0.01243
3845115,Ashutosh Sanzgiri,2019-12-06 22:37:27,0.01243
3774851,handonglee,2019-12-06 22:37:27,0.01243
3928899,ChoEun000904 #2,2019-12-06 22:37:27,0.01244
3785952,Yasar,2019-12-06 22:37:27,0.01241
3831164,GitanshKhirbat,2019-12-06 22:37:27,0.01241
3778682,mengfanyu,2019-12-06 22:37:27,0.01241
3764587,lionsheep24,2019-12-06 22:37:27,0.01269
3813354,charlse,2019-12-06 22:37:27,0.01241
3772604,Haruka Nakashima,2019-12-06 22:37:27,0.0149
3963127,laboratory,2019-12-06 22:37:27,0.01243
3810154,Crossbell,2019-12-06 22:37:27,0.01231
3772034,tkm2261,2019-12-06 22:37:27,0.01244
3816916,csoh,2019-12-06 22:37:27,0.01244
3816905,Sangwoo Jung,2019-12-06 22:37:27,0.01242
3860331,Ryota,2019-12-06 22:37:27,0.01233
3873502,forArya,2019-12-06 22:37:27,0.01241
3911101,Muhan Li,2019-12-06 22:37:26,0.01243
3779584,Noah Weber,2019-12-06 22:37:26,0.01242
3786446,ADT,2019-12-06 22:37:26,0.0124
3793321,vivekkumar,2019-12-06 22:37:26,0.01242
3764184,Unnamed,2019-12-06 22:37:26,0.01249
3766058,Anoop,2019-12-06 22:37:26,0.01237
3781287,NFL Masters,2019-12-06 22:37:26,0.01236
4023288,Sergei Averkiev,2019-12-06 22:37:26,0.01243
3773906,Vanishing Error Rate,2019-12-06 22:37:26,0.0122
3768311,jgeiman,2019-12-06 22:37:26,0.01295
3770962,Kent,2019-12-06 22:37:26,0.01261
3916994,Ruben B,2019-12-06 22:37:26,0.01799
3879331,Ivan Marevic,2019-12-06 22:37:26,0.01242
3772990,Laplace's Demon,2019-12-06 22:37:26,0.01146
3845974,Aggelos G,2019-12-06 22:37:26,0.01242
3779742,Droughns,2019-12-06 22:37:26,0.01304
3812742,Ilu,2019-12-06 22:37:26,0.01244
4006994,Yusuke_Sakai_1993,2019-12-06 22:37:26,0.01243
3857816,Alex M,2019-12-06 22:37:26,0.01239
3764757,firstbloodY,2019-12-06 22:37:26,0.01241
3943197,adityasinha,2019-12-06 22:37:26,0.01179
3845458,Yuya.O,2019-12-06 22:37:26,0.01234
3795282,Bagel's Kaggle,2019-12-06 22:37:26,0.01239
3816953,jaejeong ahn,2019-12-06 22:37:26,0.01244
3816953,jaejeong ahn,2019-12-06 22:37:26,0.01243
3967304,apoorvc,2019-12-06 22:37:26,0.01244
3846360,Robin Jackson,2019-12-06 22:37:26,0.01322
3782509,Prachi,2019-12-06 22:37:26,0.11335
3777199,YQ_Wu,2019-12-06 22:37:26,0.01236
3921673,tianbadongbata,2019-12-06 22:37:27,0.01242
3793307,Harshit Sheoran,2019-12-06 22:37:26,0.01244
3767504,isa k [dsmlkz],2019-12-06 22:37:26,0.01241
3773803,masa-suke,2019-12-06 22:37:26,0.01246
3765238,predictor!,2019-12-06 22:37:26,0.01242
3769860,BlueDragon,2019-12-06 22:37:26,0.01243
3763959,NFL Academy,2019-12-06 22:37:26,0.01244
4002799,Dmytro Korduban,2019-12-06 22:37:26,0.01268
3768875,New Paltz,2019-12-06 22:37:26,0.01239
3787924,Nayeun Irene Kim,2019-12-06 22:37:26,0.01244
3779305,ilialar,2019-12-06 22:37:26,0.01242
4006994,Yusuke_Sakai_1993,2019-12-06 22:37:26,0.01243
3767057,JumpeiT,2019-12-06 22:37:27,0.01243
3997977,WSTeam,2019-12-06 22:37:39,0.01479
3996122,Frank V,2019-12-06 22:37:40,0.01243
3766205,[ods] Vitali Burachonok,2019-12-06 22:37:40,0.01245
3969587,Dapeng Lee🐦,2019-12-06 22:37:40,0.01247
3993506,Excuses,2019-12-06 22:37:40,0.01243
3877955,Mashlyn,2019-12-06 22:37:40,0.01243
3765378,SRK,2019-12-06 22:37:40,0.01242
3918160,Wei-ting Chiu,2019-12-06 22:37:40,0.01241
3768859,Alexander Varnavsky,2019-12-06 22:37:40,0.01243
3850069,Ramstein,2019-12-06 22:37:40,0.0125
3763318,Mitsuru Fujiwara,2019-12-06 22:37:40,0.01243
3913970,sakana,2019-12-06 22:37:40,0.01246
4001264,Lamine Gaye,2019-12-06 22:37:40,0.01729
3999208,不乐无语,2019-12-06 22:37:40,0.01294
3972823,DaNing,2019-12-06 22:37:40,0.01242
3770633,pBuoro,2019-12-06 22:37:40,0.0123
3840208,Aleksthegreat,2019-12-06 22:37:40,0.01242
3783393,Ninja,2019-12-06 22:37:40,0.01243
3786082,pea98258,2019-12-06 22:37:40,0.0124
3803578,fangds,2019-12-06 22:37:40,0.01244
3879839,Alexander Stasiuk,2019-12-06 22:37:40,0.01461
3887954,YSasaki,2019-12-06 22:37:40,0.01241
3766664,Jo,2019-12-06 22:37:40,0.01244
3769747,Mohammed Tayor,2019-12-06 22:37:40,0.01244
3779451,WitatRangthain,2019-12-06 22:37:40,0.01248
3765088,YALICKJ,2019-12-06 22:37:40,0.01247
3766797,Gilang Ardya,2019-12-06 22:37:40,0.01241
3799643,Daic,2019-12-06 22:37:40,0.01233
3981205,siliconlips,2019-12-06 22:37:40,0.01301
3956707,Ken At,2019-12-06 22:37:40,0.01242
3791111,kt3472,2019-12-06 22:37:40,0.0124
3768021,Greg Hamel,2019-12-06 22:37:40,0.01243
3769832,FernandoTN,2019-12-06 22:37:40,0.01243
3995368,IEEE buddies,2019-12-06 22:37:40,0.01222
3889707,forestchen,2019-12-06 22:37:40,0.01278
3785537,lucas1347,2019-12-06 22:37:40,0.01246
3764570,TY.Yang,2019-12-06 22:37:40,0.01244
3763791,Vladislav Bogorod,2019-12-06 22:37:40,0.01242
3768594,Beginner,2019-12-06 22:37:40,0.01318
3973560,gusarov.vladislav,2019-12-06 22:37:40,0.01729
3999638,OrKatz,2019-12-06 22:37:40,0.01242
3996798,trmk,2019-12-06 22:37:40,0.01243
3983611,Jiyeon Lee,2019-12-06 22:37:40,0.01244
3827329,Nooh,2019-12-06 22:37:40,0.01243
3791227,sirius*,2019-12-06 22:37:40,0.01244
3917288,Ladle Patel,2019-12-06 22:37:40,0.01461
3778705,yassine zayani,2019-12-06 22:37:40,0.01243
3763282,Lawrence Chernin,2019-12-06 22:37:40,0.01243
3795883,Tomi,2019-12-06 22:37:40,0.01243
3803587,Keewon Shin,2019-12-06 22:37:40,0.01243
3990596,coppell: liang & gupta,2019-12-06 22:37:40,0.01244
3771394,Justin Coleman,2019-12-06 22:37:40,0.01244
3931721,DENDEN ZZH5,2019-12-06 22:37:40,0.01244
3765949,Pavel Pleskov,2019-12-06 22:37:40,0.0124
3996248,Jerry Gonzalez,2019-12-06 22:37:40,0.01309
3996248,Jerry Gonzalez,2019-12-06 22:37:40,0.01306
3795043,Team Prakrut-Nick,2019-12-06 22:37:40,0.01295
3779211,willyboy1,2019-12-06 22:37:40,0.01217
3791217,Joey Wong,2019-12-06 22:37:40,0.01242
3771767,mochidan,2019-12-06 22:37:40,0.01243
3763748,chhaatra,2019-12-06 22:37:40,0.01244
3763540,dbrait,2019-12-06 22:37:40,0.01243
3763836,Morphy,2019-12-06 22:37:40,0.01243
3928340,Gang Min Lee,2019-12-06 22:37:40,0.01241
3795883,Tomi,2019-12-06 22:37:40,0.01243
3817013,KimBoKyu,2019-12-06 22:37:40,0.01242
3803802,Team-FM,2019-12-06 22:37:40,0.01261
3777312,Jerry,2019-12-06 22:37:40,0.01241
3778174,Igor V,2019-12-06 22:37:40,0.01245
3763295,Hear Fur Da Moolãh,2019-12-06 22:37:40,0.01325
3974386,CS18MDS11005,2019-12-06 22:37:40,0.01448
3768372,Wei Hao Khoong,2019-12-06 22:37:40,0.01244
3879551,Marcos Martins Marchetti,2019-12-06 22:37:40,0.01241
3940546,Harris Y,2019-12-06 22:37:40,0.01261
3767929,Arateris,2019-12-06 22:37:40,0.01248
3777848,Vladimir Zhuravlev,2019-12-06 22:37:40,0.01243
3999109,Tianjian Meng,2019-12-06 22:37:40,0.01243
3763408,JB,2019-12-06 22:37:40,0.01226
3866302,nyancat62,2019-12-06 22:37:40,0.01242
3763337,Jie Wu,2019-12-06 22:37:40,0.01242
3784909,搏一搏,2019-12-06 22:37:40,0.01252
3901810,Lorenzo Ampil,2019-12-06 22:37:40,0.01244
3844503,Hyewoon Joung,2019-12-06 22:37:40,0.01243
3832073,Jisu Kim,2019-12-06 22:37:40,0.01243
3990596,coppell: liang & gupta,2019-12-06 22:37:40,0.01242
3763301,rugby-world-cup,2019-12-06 22:37:40,0.01265
3764941,rush_tom_sawyer,2019-12-06 22:37:40,0.01243
3812738,zlannn,2019-12-06 22:37:40,0.01247
3992437,deja vu,2019-12-06 22:37:53,0.01242
3778464,Travis Sun,2019-12-06 22:37:54,0.01241
3828469,Alexander Zinovev,2019-12-06 22:37:54,0.01241
3832590,Electric Light Bulb,2019-12-06 22:37:54,0.01286
3772589,Bilegzaya ,2019-12-06 22:37:54,0.01243
3993252,Anton Morkovkin,2019-12-06 22:37:54,0.01245
3892500,Sergey #2,2019-12-06 22:37:54,0.01244
3791227,sirius*,2019-12-06 22:37:54,0.01242
3955237,Thor,2019-12-06 22:37:54,0.01244
3786944,monuvio,2019-12-06 22:37:54,0.01241
3779895,Ragnar,2019-12-06 22:37:54,0.01242
3810705,ajp,2019-12-06 22:37:54,0.01242
3770738,Dollars4Donuts,2019-12-06 22:37:54,0.01295
3815825,Atish,2019-12-06 22:37:54,0.0124
3770023,MichaelP,2019-12-06 22:37:54,0.01242
3994464,Krizsó Gergely,2019-12-06 22:37:54,0.01243
3986693,severus.banerjee,2019-12-06 22:37:54,0.01828
3776212,Mikhail Fadeev,2019-12-06 22:37:54,0.01244
3928358,Han Jae Hyun,2019-12-06 22:37:54,0.01243
3769860,BlueDragon,2019-12-06 22:37:54,0.01243
3779929,Olga Ivanova ,2019-12-06 22:37:54,0.01242
3988340,Kirill Stroganov,2019-12-06 22:37:54,0.01244
3774107,Eve,2019-12-06 22:37:54,0.0124
3767880,Niranjan Nakkala,2019-12-06 22:37:54,0.01243
3779929,Olga Ivanova ,2019-12-06 22:37:54,0.01242
3784773,hmk,2019-12-06 22:37:54,0.01243
